Year,Cause Name,State,Deaths
2011,Stroke,South Dakota,444
2008,Stroke,Washington,2773
2002,Unintentional injuries,Georgia,3333
2008,Unintentional injuries,Ohio,5093
2016,Unintentional injuries,Virginia,3710
2015,Alzheimer's disease,Georgia,3714
2015,CLRD,Oregon,2119
2013,CLRD,Texas,9800
2013,Stroke,North Carolina,4503
2003,Unintentional injuries,Colorado,1806
2012,Unintentional injuries,Nevada,1177
2010,Unintentional injuries,Ohio,5124
2011,Unintentional injuries,Vermont,301
2015,Alzheimer's disease,Louisiana,2018
2015,CLRD,Delaware,510
2001,CLRD,Michigan,4148
2012,CLRD,New Mexico,965
2011,CLRD,United States,142943
2012,Stroke,Alaska,188
2009,Stroke,Delaware,415
2009,Stroke,Virginia,3244
2006,Unintentional injuries,Colorado,1917
2001,Unintentional injuries,Missouri,2455
2013,Unintentional injuries,New Hampshire,619
2007,Unintentional injuries,South Dakota,366
2002,CLRD,California,12684
2009,CLRD,Texas,8649
2005,Stroke,Colorado,1599
2014,Stroke,Georgia,3948
2010,Stroke,Ohio,5755
2007,Stroke,Wisconsin,2738
2009,Stroke,Wyoming,233
2000,Unintentional injuries,Colorado,1702
2013,Unintentional injuries,Maine,644
2001,Unintentional injuries,North Carolina,3438
2005,CLRD,Alaska,158
2009,CLRD,Arizona,2839
1999,CLRD,Delaware,327
2004,CLRD,Iowa,1547
2009,CLRD,Louisiana,1878
2012,CLRD,Texas,9524
2009,CLRD,United States,137353
2011,Stroke,Georgia,3564
2012,Stroke,Indiana,3073
2015,Stroke,Texas,10485
2013,Unintentional injuries,North Carolina,4324
2010,Unintentional injuries,Vermont,298
2006,Unintentional injuries,Wisconsin,2524
2006,CLRD,Michigan,4474
2003,CLRD,New Hampshire,531
2007,CLRD,Washington,2684
2004,Stroke,Florida,9715
2007,Stroke,Iowa,1686
2012,Stroke,North Carolina,4410
2011,Unintentional injuries,Nevada,1155
2011,Unintentional injuries,Wisconsin,2680
2005,Unintentional injuries,Wisconsin,2490
2007,CLRD,Arizona,2686
2004,CLRD,Arizona,2416
2000,CLRD,Iowa,1512
2004,CLRD,South Dakota,391
2003,CLRD,South Dakota,379
2006,Stroke,Delaware,384
2007,Stroke,Maryland,2364
2010,Stroke,North Dakota,382
2003,Stroke,Rhode Island,565
2013,Unintentional injuries,Delaware,412
2009,Unintentional injuries,Kansas,1273
2011,Unintentional injuries,Utah,1058
2016,CLRD,Louisiana,2221
2013,CLRD,Oregon,2029
2010,CLRD,Texas,8921
2003,Stroke,New Hampshire,536
2016,Stroke,North Carolina,4940
2014,Stroke,North Carolina,4702
2005,Stroke,North Dakota,368
2015,Stroke,Oklahoma,1881
2014,Stroke,Oklahoma,1847
2012,Unintentional injuries,North Carolina,4281
2010,CLRD,Arizona,2926
1999,CLRD,Florida,9131
2011,CLRD,New Hampshire,650
2010,CLRD,North Dakota,356
2002,CLRD,Vermont,276
2001,CLRD,Virginia,2744
2003,Stroke,New Jersey,3966
2002,Unintentional injuries,Colorado,1812
2010,Unintentional injuries,Florida,8875
2013,Unintentional injuries,Indiana,2898
2008,CLRD,Illinois,5602
1999,CLRD,Illinois,5155
2015,CLRD,Louisiana,2178
2001,CLRD,Louisiana,1763
2002,CLRD,South Dakota,383
2009,Stroke,Kansas,1416
2011,Stroke,North Carolina,4299
2015,Unintentional injuries,Georgia,4344
2008,Unintentional injuries,Idaho,649
1999,Unintentional injuries,Missouri,2465
2010,Unintentional injuries,North Carolina,4144
2015,Unintentional injuries,United States,146571
2000,Unintentional injuries,West Virginia,817
2002,CLRD,Delaware,350
1999,Unintentional injuries,Kentucky,1730
2014,Unintentional injuries,North Dakota,349
2015,Alzheimer's disease,Tennessee,3122
2011,Alzheimer's disease,Washington,3138
2009,CLRD,Delaware,428
2007,CLRD,Michigan,4624
2005,CLRD,Michigan,4466
2008,CLRD,North Dakota,355
2008,Stroke,Illinois,5788
2008,Stroke,Michigan,4769
2011,Stroke,Missouri,3033
2007,Stroke,Pennsylvania,7152
2009,Unintentional injuries,Florida,8746
2007,Unintentional injuries,Idaho,641
2008,Unintentional injuries,Maine,628
2011,Unintentional injuries,Ohio,5275
2008,Unintentional injuries,South Dakota,381
2013,Unintentional injuries,Utah,1103
2016,CLRD,Arizona,3800
2013,CLRD,Arizona,3345
2013,CLRD,Delaware,482
2012,CLRD,New Hampshire,674
2004,CLRD,South Carolina,1792
2006,CLRD,Washington,2662
2005,Stroke,Minnesota,2379
2009,Stroke,Oregon,1912
2007,Stroke,United States,135952
2010,Unintentional injuries,Colorado,2106
2002,Unintentional injuries,South Dakota,348
2009,Unintentional injuries,Vermont,308
2014,Alzheimer's disease,Washington,3344
2013,Alzheimer's disease,Washington,3277
2010,Alzheimer's disease,Washington,3025
2012,CLRD,Arizona,3221
2001,CLRD,Iowa,1552
2010,CLRD,Louisiana,1939
2000,CLRD,South Dakota,383
2008,Stroke,Iowa,1732
2006,Stroke,Iowa,1718
2006,Stroke,Washington,2725
2004,Unintentional injuries,Idaho,593
2012,Unintentional injuries,Kansas,1319
2009,Unintentional injuries,North Carolina,4136
2016,CLRD,Delaware,544
2003,CLRD,United States,126382
2007,Stroke,California,14557
2007,Stroke,Oregon,1835
2014,Unintentional injuries,Delaware,425
2012,Unintentional injuries,Idaho,699
2005,Unintentional injuries,Idaho,606
2016,Unintentional injuries,Minnesota,2697
2016,Unintentional injuries,Utah,1211
2012,Alzheimer's disease,Washington,3219
2015,CLRD,Arizona,3681
2003,CLRD,Texas,7567
1999,CLRD,Virginia,2699
2004,CLRD,Washington,2549
2005,Stroke,Maine,693
2006,Stroke,Maryland,2365
2007,Stroke,Nebraska,921
2015,Stroke,West Virginia,1079
2001,Unintentional injuries,Georgia,3396
2011,Unintentional injuries,Kansas,1333
2011,Unintentional injuries,North Carolina,4297
2004,CLRD,North Carolina,3625
2005,CLRD,United States,130933
2002,CLRD,United States,124816
2001,CLRD,United States,123013
2012,Stroke,Louisiana,2039
2014,Unintentional injuries,Indiana,2974
2015,Unintentional injuries,Michigan,4647
2010,CLRD,Delaware,441
2000,CLRD,Delaware,341
2008,CLRD,Louisiana,1896
2006,CLRD,South Carolina,1935
2011,CLRD,Washington,3080
2003,Stroke,Connecticut,1828
2009,Stroke,Indiana,3004
2013,Stroke,Louisiana,2098
2010,Stroke,Missouri,3001
2006,Stroke,South Dakota,442
2009,Unintentional injuries,Idaho,670
2010,Unintentional injuries,Kansas,1317
2015,Unintentional injuries,Massachusetts,3229
2008,Unintentional injuries,Nevada,1134
2007,Unintentional injuries,Wisconsin,2619
2015,Alzheimer's disease,Mississippi,1402
2004,CLRD,Missouri,2731
2005,CLRD,Texas,7988
2013,CLRD,Vermont,353
2010,Stroke,Kentucky,1992
2004,Stroke,Massachusetts,3254
2008,Stroke,Oregon,1899
2005,Unintentional injuries,Colorado,1947
2014,Unintentional injuries,Kansas,1377
2015,Unintentional injuries,North Dakota,368
2009,Unintentional injuries,North Dakota,324
2012,Unintentional injuries,Rhode Island,525
2016,Alzheimer's disease,Tennessee,3250
2003,CLRD,California,13448
2014,CLRD,Michigan,5345
2007,CLRD,New Hampshire,611
2000,CLRD,United States,122009
2011,Stroke,Indiana,3127
2006,Stroke,Pennsylvania,7151
2014,Stroke,South Carolina,2393
2004,Stroke,Wyoming,214
2003,Unintentional injuries,Florida,7919
2003,Unintentional injuries,Georgia,3528
2001,Unintentional injuries,Idaho,568
2009,CLRD,Washington,2933
2005,Stroke,Delaware,384
2016,Stroke,Georgia,4349
2012,Stroke,Kentucky,2073
2002,Stroke,New Jersey,4016
2006,Unintentional injuries,Nevada,1091
2015,Alzheimer's disease,Washington,3490
2001,CLRD,California,12965
2002,CLRD,Iowa,1580
2016,CLRD,Michigan,5572
2006,CLRD,Nebraska,878
2016,CLRD,New Mexico,1131
2000,Stroke,District of Columbia,252
2003,Stroke,Florida,9899
2013,Stroke,Tennessee,3157
2010,Stroke,Texas,9180
2008,Stroke,Wyoming,234
2013,Unintentional injuries,Kansas,1359
2010,Unintentional injuries,Louisiana,1999
2014,Unintentional injuries,North Carolina,4557
2011,Unintentional injuries,Pennsylvania,6216
2014,Unintentional injuries,Vermont,322
2011,CLRD,Arizona,3166
2004,CLRD,Idaho,572
2012,CLRD,Louisiana,2074
2007,CLRD,Maine,728
2008,Stroke,Alaska,172
2010,Stroke,Indiana,3082
2007,Stroke,Michigan,4798
2013,Stroke,Oklahoma,1880
2008,Stroke,Virginia,3301
2009,Unintentional injuries,Colorado,2144
2015,Unintentional injuries,Oregon,1999
2010,Unintentional injuries,South Dakota,393
2012,Unintentional injuries,Utah,1097
2008,Unintentional injuries,Vermont,306
2009,Alzheimer's disease,Washington,3010
2008,CLRD,Alaska,181
2000,CLRD,California,12756
2007,CLRD,Iowa,1660
2005,CLRD,Louisiana,1906
2003,CLRD,Michigan,4472
2004,Stroke,Arizona,2446
2007,Stroke,Idaho,640
2003,Stroke,New Mexico,770
2006,Stroke,Wisconsin,2829
2011,Unintentional injuries,Rhode Island,541
2010,CLRD,Iowa,1698
2015,CLRD,New Mexico,1109
2013,CLRD,New Mexico,1052
2000,CLRD,Texas,7286
2008,CLRD,United States,141090
2006,Stroke,Hawaii,665
2007,Stroke,Illinois,5864
2006,Stroke,Nebraska,922
2015,Stroke,North Carolina,5033
2010,Stroke,North Carolina,4298
2004,Unintentional injuries,Florida,8229
2015,Unintentional injuries,Idaho,746
2011,Unintentional injuries,Idaho,710
1999,Unintentional injuries,Louisiana,1940
2000,Unintentional injuries,North Carolina,3525
2012,Unintentional injuries,Ohio,5420
2001,Unintentional injuries,West Virginia,834
2012,Unintentional injuries,Wisconsin,2825
2016,Alzheimer's disease,Georgia,4021
2011,CLRD,Delaware,460
2002,CLRD,Michigan,4431
2016,CLRD,North Carolina,5311
2001,CLRD,South Carolina,1731
2011,Stroke,Kentucky,2064
2001,Stroke,New Jersey,4007
2006,Stroke,United States,137119
2011,Stroke,West Virginia,1049
1999,Unintentional injuries,Arizona,2214
2013,Unintentional injuries,Arkansas,1373
2007,Unintentional injuries,Colorado,2056
2015,Unintentional injuries,Connecticut,1799
1999,Unintentional injuries,South Dakota,351
2004,CLRD,Kansas,1316
2006,CLRD,New Hampshire,603
2007,CLRD,South Carolina,2036
2009,CLRD,South Dakota,440
2004,Stroke,Colorado,1638
2010,Stroke,Louisiana,1977
2006,Stroke,Michigan,4752
2009,Stroke,Missouri,3017
2012,Stroke,Tennessee,3120
2002,Unintentional injuries,Oklahoma,1580
2000,Unintentional injuries,Oklahoma,1566
2013,Unintentional injuries,Pennsylvania,6359
2007,Unintentional injuries,Vermont,303
2016,Alzheimer's disease,Alabama,2507
2016,Alzheimer's disease,Louisiana,2195
2012,CLRD,Georgia,3977
2009,CLRD,Michigan,4961
2000,CLRD,Nebraska,838
2007,CLRD,Vermont,316
2004,CLRD,Vermont,296
2003,CLRD,Virginia,2983
2004,Stroke,Vermont,302
2005,Unintentional injuries,Georgia,3762
2004,Unintentional injuries,Georgia,3667
2013,Unintentional injuries,Ohio,5497
2012,Unintentional injuries,Pennsylvania,6334
2011,Unintentional injuries,South Dakota,411
2007,CLRD,Georgia,3384
2007,CLRD,New Mexico,884
2014,CLRD,North Carolina,5023
2011,CLRD,Oregon,2023
2008,CLRD,Texas,8874
2000,CLRD,Virginia,2820
2005,Stroke,Wyoming,221
2012,Unintentional injuries,Arizona,3029
2006,Unintentional injuries,Georgia,3879
2006,CLRD,Iowa,1655
2012,CLRD,Michigan,5251
2008,Stroke,Ohio,5951
2009,Stroke,Texas,9137
2004,Unintentional injuries,Nevada,1021
2016,Alzheimer's disease,South Carolina,2481
2011,CLRD,Georgia,3837
2000,CLRD,Michigan,4352
1999,CLRD,Michigan,4316
2010,CLRD,Oregon,1971
2009,CLRD,Oregon,1943
2015,CLRD,South Dakota,502
2010,CLRD,Vermont,335
2015,Stroke,Georgia,4335
2014,Stroke,West Virginia,1103
2008,Unintentional injuries,Florida,8939
2002,Unintentional injuries,North Carolina,3700
2013,Unintentional injuries,Rhode Island,537
2016,Unintentional injuries,North Dakota,371
2013,CLRD,Georgia,4172
2012,CLRD,Maine,817
2009,CLRD,North Carolina,4329
1999,CLRD,United States,124181
2005,CLRD,Washington,2699
2014,Stroke,Arkansas,1583
2007,Unintentional injuries,Georgia,4012
2015,Unintentional injuries,Nevada,1340
2000,CLRD,Alabama,2057
2007,CLRD,Alaska,175
2008,CLRD,Arizona,2939
2008,CLRD,Georgia,3546
2014,CLRD,Louisiana,2237
2011,CLRD,Michigan,5192
2015,CLRD,North Carolina,5221
2011,CLRD,Vermont,349
2003,Stroke,Arizona,2428
2007,Stroke,Ohio,5905
2016,Stroke,South Carolina,2627
2009,Unintentional injuries,Arizona,2919
2014,Unintentional injuries,Utah,1167
2014,CLRD,Georgia,4332
2010,CLRD,Michigan,5079
2009,CLRD,New Hampshire,652
2001,CLRD,North Carolina,3514
2006,CLRD,Oregon,1828
2008,CLRD,Washington,2930
2016,Stroke,Arkansas,1643
2014,Stroke,Louisiana,2230
2004,Stroke,New Hampshire,586
2000,Stroke,Rhode Island,577
2003,Unintentional injuries,Idaho,605
2002,Unintentional injuries,Missouri,2641
2015,Unintentional injuries,Utah,1223
2016,Unintentional injuries,Kansas,1444
2004,CLRD,Georgia,3125
2016,CLRD,Idaho,865
2012,CLRD,South Dakota,481
2002,CLRD,Texas,7720
2011,Stroke,Louisiana,2071
2006,Stroke,Ohio,5828
2012,Stroke,Oklahoma,1893
2007,Stroke,Virginia,3313
2000,Unintentional injuries,Kentucky,1838
2016,Unintentional injuries,Georgia,4701
2016,Unintentional injuries,Iowa,1608
2016,Alzheimer's disease,Mississippi,1485
2014,CLRD,Idaho,819
2001,CLRD,New Mexico,775
2006,CLRD,North Carolina,4017
2000,CLRD,South Carolina,1730
2011,Stroke,Oklahoma,1864
2014,Stroke,Tennessee,3326
2011,Unintentional injuries,Louisiana,2091
2014,Unintentional injuries,Maine,690
2006,Unintentional injuries,Vermont,301
2013,CLRD,Colorado,2297
2007,CLRD,Nebraska,919
2012,Stroke,South Carolina,2349
2000,Unintentional injuries,Louisiana,2006
2016,Unintentional injuries,Nevada,1395
2016,Unintentional injuries,Oregon,2105
2006,CLRD,Arizona,2799
2012,CLRD,Idaho,754
2010,CLRD,South Dakota,451
2002,Stroke,Connecticut,1861
2003,Stroke,District of Columbia,257
2016,Stroke,Louisiana,2322
2015,Stroke,Louisiana,2280
2016,Stroke,Tennessee,3508
2015,Stroke,Tennessee,3447
2015,Unintentional injuries,Delaware,449
2010,CLRD,North Carolina,4495
2007,CLRD,Oregon,1892
2004,Stroke,Montana,484
2015,Alzheimer's disease,South Carolina,2453
2011,CLRD,New Mexico,1024
2005,CLRD,New Mexico,855
2003,CLRD,Vermont,301
2008,Stroke,Indiana,3114
2003,Stroke,Vermont,306
2015,Unintentional injuries,Florida,10578
2006,CLRD,Georgia,3387
2015,CLRD,Idaho,843
2013,CLRD,North Carolina,4987
2010,CLRD,South Carolina,2264
2012,CLRD,Vermont,364
2010,Stroke,Georgia,3762
2006,Stroke,Illinois,5989
2011,Stroke,South Carolina,2287
2000,Unintentional injuries,Arizona,2326
2008,Unintentional injuries,Colorado,2172
2003,Unintentional injuries,North Carolina,3835
1999,Unintentional injuries,Oklahoma,1609
2016,CLRD,Colorado,2575
2011,CLRD,Colorado,2151
2014,CLRD,New Mexico,1127
2012,CLRD,North Carolina,4844
2006,Stroke,California,15039
2009,Stroke,Kentucky,2064
2013,Unintentional injuries,Colorado,2422
2004,Unintentional injuries,Missouri,2728
2008,Unintentional injuries,North Carolina,4313
2003,CLRD,Arizona,2560
2001,CLRD,Arkansas,1368
2000,CLRD,Mississippi,1257
2006,CLRD,New Mexico,888
2006,CLRD,Vermont,320
2003,Stroke,Massachusetts,3407
2006,Stroke,Wyoming,236
2001,Unintentional injuries,Arkansas,1277
2000,Unintentional injuries,Arkansas,1267
2011,Unintentional injuries,Colorado,2330
2006,Unintentional injuries,Florida,8917
2014,Unintentional injuries,Idaho,765
2001,Unintentional injuries,Louisiana,2029
2003,CLRD,Iowa,1674
2001,CLRD,Nebraska,882
2002,CLRD,North Carolina,3674
2008,CLRD,Oregon,1951
2003,CLRD,Washington,2652
2007,Stroke,Indiana,3083
2012,Unintentional injuries,Alabama,2283
2013,Unintentional injuries,South Carolina,2287
2012,CLRD,Colorado,2239
2015,CLRD,Georgia,4607
2010,CLRD,Georgia,3816
2009,CLRD,Georgia,3736
2013,CLRD,Idaho,808
2013,CLRD,Michigan,5539
2004,CLRD,New Hampshire,600
2011,CLRD,North Carolina,4708
2004,CLRD,Oregon,1778
2005,CLRD,South Carolina,1977
2001,CLRD,Texas,7739
2007,Stroke,Kansas,1498
2002,Stroke,Rhode Island,605
2015,Stroke,South Carolina,2600
2009,Stroke,West Virginia,1073
2010,Unintentional injuries,Arizona,3018
2013,Unintentional injuries,South Dakota,425
1999,CLRD,Arkansas,1358
2005,CLRD,Delaware,411
2012,CLRD,Iowa,1824
1999,CLRD,Iowa,1643
1999,CLRD,Texas,7518
2015,Stroke,Arkansas,1653
2011,Unintentional injuries,Arizona,3096
2014,Unintentional injuries,Pennsylvania,6640
2013,Unintentional injuries,Wisconsin,2969
2003,CLRD,Alaska,147
1999,CLRD,California,13165
2006,CLRD,Idaho,644
2000,CLRD,Missouri,2802
2000,CLRD,New Mexico,767
2007,CLRD,North Carolina,4231
2012,CLRD,South Carolina,2467
2002,Stroke,Florida,10269
2009,Stroke,Georgia,3732
2005,Stroke,Utah,794
2003,Unintentional injuries,Arkansas,1304
2007,Unintentional injuries,Florida,9113
2006,Unintentional injuries,North Carolina,4156
2014,Unintentional injuries,Wisconsin,3015
2010,CLRD,Idaho,727
2005,CLRD,Iowa,1703
2003,CLRD,Nebraska,894
2005,CLRD,Oregon,1837
1999,CLRD,South Carolina,1752
2007,Stroke,Alaska,157
2000,Unintentional injuries,Alabama,2093
2014,Unintentional injuries,Arizona,3322
2005,Unintentional injuries,Arkansas,1329
2013,Unintentional injuries,Missouri,2981
2005,Unintentional injuries,Nevada,1104
2008,Alzheimer's disease,Washington,3105
2007,CLRD,Idaho,666
2009,CLRD,New Mexico,984
2001,Stroke,District of Columbia,265
2005,Stroke,Maryland,2476
2004,Stroke,Minnesota,2542
2014,Unintentional injuries,Colorado,2517
2012,Unintentional injuries,Colorado,2403
2005,Unintentional injuries,Florida,8868
2002,Unintentional injuries,Idaho,611
2014,CLRD,Colorado,2451
2002,CLRD,Kansas,1367
1999,CLRD,Mississippi,1267
2002,CLRD,Missouri,2867
2014,CLRD,Ohio,6765
2013,Stroke,Mississippi,1500
2009,Stroke,North Carolina,4442
2013,Unintentional injuries,Alabama,2329
2015,Unintentional injuries,Kansas,1475
2008,Unintentional injuries,North Dakota,342
2004,Unintentional injuries,Wyoming,243
2016,CLRD,Georgia,4805
2013,CLRD,Louisiana,2274
2006,Stroke,Kansas,1489
2008,Unintentional injuries,Arizona,2956
2001,Unintentional injuries,South Dakota,382
2001,Unintentional injuries,Tennessee,2709
2004,CLRD,Arkansas,1428
2016,CLRD,Maine,928
2010,CLRD,Maine,809
2006,CLRD,Missouri,3017
2002,CLRD,New Hampshire,577
2003,CLRD,South Carolina,1913
2011,CLRD,South Dakota,486
2009,Stroke,Louisiana,2061
2005,Stroke,Wisconsin,2960
2014,Unintentional injuries,Arkansas,1458
2012,Unintentional injuries,South Dakota,426
2016,Unintentional injuries,United States,161374
2012,Unintentional injuries,Vermont,333
2002,CLRD,Alaska,142
2015,CLRD,Michigan,5848
2016,CLRD,Ohio,7015
2000,CLRD,Oregon,1677
2016,CLRD,South Carolina,2870
1999,Stroke,New Jersey,4122
2011,Stroke,Tennessee,3218
2006,Unintentional injuries,Idaho,682
2009,Unintentional injuries,Missouri,2939
2003,Unintentional injuries,South Carolina,1941
2006,CLRD,Alabama,2309
2000,CLRD,Alaska,132
2011,CLRD,Iowa,1833
2007,CLRD,Missouri,3081
2011,CLRD,South Carolina,2402
2008,CLRD,Vermont,341
2013,Stroke,Arkansas,1637
2005,Stroke,Hawaii,688
2013,Stroke,South Carolina,2508
2001,Unintentional injuries,Arizona,2475
2002,Unintentional injuries,Arkansas,1311
1999,Unintentional injuries,Arkansas,1287
2003,Unintentional injuries,Missouri,2786
2001,CLRD,Arizona,2499
2014,CLRD,Iowa,1915
2013,CLRD,Nebraska,1032
2010,CLRD,New Mexico,1022
2013,Unintentional injuries,Idaho,776
2015,Unintentional injuries,Indiana,3258
2004,Unintentional injuries,North Carolina,4019
2002,Unintentional injuries,Tennessee,2744
2015,CLRD,Colorado,2577
2009,CLRD,Colorado,2073
2013,CLRD,Iowa,1892
2008,CLRD,Maine,794
2008,CLRD,Michigan,5185
2001,CLRD,Missouri,2882
2004,CLRD,Ohio,5896
2010,Stroke,West Virginia,1104
2007,Unintentional injuries,Arkansas,1391
2012,Unintentional injuries,Missouri,3002
2005,Unintentional injuries,Missouri,2848
1999,Unintentional injuries,Tennessee,2677
2003,CLRD,Idaho,601
2003,CLRD,Missouri,2939
2006,CLRD,Ohio,6054
2001,CLRD,Oregon,1726
2008,Stroke,Kentucky,2098
2003,Stroke,Minnesota,2550
2010,Stroke,South Carolina,2293
2012,Stroke,West Virginia,1140
2010,Unintentional injuries,Missouri,2975
2015,Unintentional injuries,North Carolina,4991
2005,Unintentional injuries,North Carolina,4123
2005,CLRD,Arizona,2821
2000,CLRD,Arkansas,1405
1999,CLRD,North Carolina,3591
2007,CLRD,South Dakota,457
2005,Stroke,Pennsylvania,7650
2005,Stroke,United States,143579
2009,Unintentional injuries,Louisiana,2142
2009,Unintentional injuries,South Carolina,2229
2006,CLRD,Arkansas,1498
2002,CLRD,Georgia,3163
2014,CLRD,Maine,896
2002,CLRD,South Carolina,1889
2005,CLRD,South Dakota,440
